id,g1q00001,g1q00001_other,g1q00002,g1q00003,g1q00004,g1q00004_other,g1q00005,g1q00006_sq002,g1q00006_sq003,g1q00006_sq004,g1q00006_sq005,g2q00001_sq001,g2q00001_sq002,g2q00002,g2q00003_sq001,g2q00003_sq002,g2q00004_sq002,g2q00004_sq003,g2q00004_sq004,g2q00004_sq005,g2q00004_sq006,g2q00004_sq007,g2q00004_sq008,g2q00004_sq009,g2q00004_sq010,g2q00004_sq011,g2q00004_sq012,g2q00004_sq013,g2q00004_sq014,g2q00004_other,g2q00005,g2q00007,g2q00006,g2q00008,g3q00001,g3q00002_sq001,g3q00002_sq002,g3q00002_sq003,g3q00002_sq004,g3q00002_other,g3q00003,g3q00004,g3q00005_sq001,g3q00005_sq002,g3q00005_sq003,g3q00005_sq004,g3q00005_other,g3q00006,g3q00007,g3q00007_other,g3q00008_sq001,g3q00008_sq002,g3q00008_sq003,g3q00009_sq001,g3q00009_sq002,g3q00009_sq003,g3q00009_sq004,g3q00009_sq005,g3q00009_sq006,g3q00009_sq007,g4q00001_sq001,g4q00001_sq002,g4q00001_sq003,g4q00001_sq004,g4q00002,g4q00003_sq001,g4q00003_sq002,g4q00004_sq001,g4q00004_sq002,g4q00004_sq003,g4q00005_sq001,g4q00005_sq002,g4q00005_sq003,g4q00006_sq001,g4q00006_sq002,g4q00006_sq003,g4q00008_sq001,g4q00008_sq002,g4q00008_sq003,g4q00007_sq001,g4q00007_sq002,g4q00007_sq003,g4q00009,age_group,ati_group,user_group
171,Male,"",57,Deutschland,Lehre / Fachschule,"",Krankenpfleger,6,6,6,6,Strongly agree,Strongly disagree,Sometimes,Rather agree,Rather agree,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,"",Yes,Werbung,Informationen,Keine Werbung,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Strongly agree,Very unimportant,Very unimportant,Very important,Very important,Very important,Neutral,Very unimportant,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Weiß nicht,25 - 60,high,non-user
174,Male,"",22,Deutschland,Abitur / Matura,"",Student,3,2,3,4,Strongly agree,Neutral,Often,Neutral,Rather agree,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,/,/,/,Ja,Nein,Nein,Ja,Nein,"",Ja,Ja,Nein,Nein,Ja,Nein,,"",One per day,"",Rather agree,Rather agree,Rather disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Important,Rather agree,Rather disagree,Rather disagree,Rather disagree,,Rather agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather disagree,Neutral,Neutral,Rather agree,Rather disagree,Neutral,Rather disagree,Neutral,/,< 25,low,user
175,Male,"",22,Deutschland,Bachelor,"",it fachinformatiker,6,6,6,6,Strongly agree,Strongly disagree,Sometimes,Strongly agree,Strongly agree,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,-,kontrolle schnell sehen was lost ist,-,Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Ja,Nein,Nein,Nein,,"",One per day,"",Strongly agree,Strongly agree,Strongly disagree,Important,Very unimportant,Unimportant,Unimportant,Important,Important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Rather agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-,< 25,high,user
176,Female,"",28,Deutschland,Lehre / Fachschule,"",Kinderpflegerin,4,4,4,3,Rather disagree,Rather agree,Sometimes,Rather agree,Rather agree,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,zu viel,soziale medien,weniger unwichtiges,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather agree,Neutral,Rather disagree,Important,Neutral,Neutral,Neutral,Important,Important,Important,Rather agree,Neutral,Neutral,Rather agree,,Rather agree,Rather agree,Rather agree,Neutral,Rather agree,Neutral,Rather agree,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,weniger,25 - 60,middle,non-user
178,Male,"",23,Deutschland,Lehre / Fachschule,"",Verfahrensmechaniker,6,5,5,5,Strongly agree,Rather disagree,Often,Strongly agree,Rather disagree,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,standatisierte Benachrichtigungen z.B. für Werbezwecke oder als Lockmittel um zur App zurückzukehren,"Kurz und knapp zu erfahren wer (welche App) hat was mitzuteilen, ohne das Handy dafür entsperren zu müssen",Werbe-Push-Up deaktivieren zu können bzw. die Art der Benachrichtigungen verwalten zu können. Derzeit lassen sich Pushups meist bnur komplett deaktivieren.  ,Ja,Ja,Nein,Ja,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather disagree,Neutral,Strongly disagree,Important,Very unimportant,Important,Very unimportant,Very important,Important,Very important,Strongly agree,Rather disagree,Rather agree,Strongly agree,,Neutral,Rather disagree,Rather agree,Rather disagree,Strongly agree,Rather agree,Rather disagree,Strongly agree,Neutral,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Rather agree,Rather disagree,Strongly agree,"Die Art und Weise der verschiedene Push-Up deaktivieren zu können
",< 25,high,user
179,Male,"",59,Deutschland,Pflichtschule,"",Chemiewerker,4,4,4,3,Neutral,Neutral,Often,Neutral,Neutral,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Neutral,Neutral,Neutral,Unimportant,Unimportant,Neutral,Neutral,Neutral,Neutral,Unimportant,Neutral,Neutral,Neutral,Neutral,,Rather agree,Neutral,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,eine,25 - 60,middle,non-user
180,Male,"",22,Deutschland,Abitur / Matura,"",dipl. plönker (zh.V),1,2,4,3,Rather disagree,Rather agree,Sometimes,Strongly disagree,Neutral,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,das ständige geplönke,plönk,"na, plönk halt :)",Ja,Ja,Nein,Nein,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather disagree,Neutral,Rather agree,Unimportant,Neutral,Very unimportant,Unimportant,Important,Important,Very important,Neutral,Neutral,Rather agree,Rather disagree,,Rather disagree,Neutral,Rather agree,Rather disagree,Neutral,Neutral,Neutral,Rather disagree,Neutral,Rather agree,Strongly disagree,Rather agree,Neutral,Rather disagree,Neutral,Rather disagree,Rather disagree,plöönk,< 25,low,user
185,Male,"",80,Deutschland,Master,"",Rentner,6,6,6,5,Rather agree,Neutral,Sometimes,Rather agree,Rather agree,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,"",No,Werbung,News,Aktueller,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Unimportant,Important,Very important,Neutral,Neutral,Strongly agree,Strongly agree,Rather agree,Rather agree,,Rather agree,Neutral,Strongly agree,Rather disagree,Rather agree,Strongly agree,Rather disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Rather disagree,Strongly agree,Keine ,> 60,high,non-user
186,Female,"",45,Deutschland,Abitur / Matura,"",IT Supporter,6,6,4,5,Rather agree,Neutral,Sometimes,Neutral,Neutral,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,"",Yes,Nachrichten kommen manchmal zur unpassenden Zeit,Infos zu Bestellungen,Sound aus,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather agree,Strongly agree,Neutral,Neutral,Unimportant,Neutral,Important,Important,Important,Important,Strongly agree,Strongly agree,Rather agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Neutral,Rather agree,Rather agree,Neutral,Neutral,Soundeinstellungen,25 - 60,high,non-user
187,Other,"",74,Deutschland,Master,"",Pensionär,3,3,3,3,Neutral,Rather disagree,Sometimes,Rather agree,Rather agree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,aktuelle Politik,Yes,Werbung und Soziale Medien,Politik,Nicht jede Kleinigleit als wichtig einstufen,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather agree,Rather agree,Rather disagree,Neutral,Very unimportant,Unimportant,Unimportant,Important,Unimportant,Important,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Neutral,Rather agree,Neutral,Rather agree,Strongly agree,Rather disagree,Strongly agree,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,"Selbst festlegen, von welcher einzelnen app ich Nschrichten bekommen will",> 60,low,non-user
189,Male,"",66,Deutschland,Lehre / Fachschule,"",Rentner,2,1,3,3,Strongly disagree,Strongly agree,Never,Strongly disagree,Strongly disagree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,keine,I am not aware of the option,alle,keine,abschaffen,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Rather agree,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Neutral,Neutral,Neutral,Neutral,,Rather agree,Strongly agree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,keine,> 60,low,non-user
190,Male,"",23,Deutschland,Abitur / Matura,"","Freiberuflicher Musiker und Instrumentalpädagoge, parallel zum Studium Instrumentalpädagogik",5,5,5,5,Rather agree,Neutral,Sometimes,Strongly agree,Strongly agree,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,"Häufige Benachrichtigungen, die über den Nutzen einer App hinaus gehen und ständige Interaktion erfordern",Benachrichtigungen bei Messaging-Apps um keine relevanten Nachrichten zu verpassen,"Ich finde, man hat genug Möglichkeiten, seine Benachrichtigungen zu personalisieren",Ja,Ja,Nein,Nein,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Neutral,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Neutral,Important,Important,Strongly agree,Neutral,Rather agree,Rather agree,,Rather agree,Strongly agree,Neutral,Strongly agree,Rather disagree,Rather agree,Strongly agree,Neutral,Strongly agree,Rather agree,Strongly agree,Rather agree,Strongly agree,Rather disagree,Rather agree,Rather disagree,Rather agree,-,< 25,high,user
191,Not specified,"",18,Deutschland,Bachelor,"",utfizguoi,2,3,5,4,Rather disagree,Rather agree,Often,Rather disagree,Neutral,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,"",No,uizoui,izuoi,igouhipo,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather agree,Neutral,Rather agree,Important,Neutral,Important,Unimportant,Neutral,Unimportant,Neutral,Rather agree,Rather agree,Neutral,Neutral,,Rather disagree,Rather agree,Rather disagree,Strongly agree,Neutral,Rather disagree,Rather disagree,Neutral,Rather agree,Neutral,Rather disagree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Rather agree,ufighouijpok,< 25,middle,non-user
193,Male,"",21,Deutschland,Abitur / Matura,"",Student,3,4,2,3,Strongly agree,Strongly disagree,Sometimes,Rather agree,Neutral,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,"",No,Keine,Alle informationen die dazu kommen,Nein nichts,Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Ja,Nein,Nein,Nein,,"",One per week,"",Rather agree,Strongly agree,Neutral,Neutral,Neutral,Important,Neutral,Neutral,Important,Important,Rather agree,Neutral,Rather agree,Rather agree,,Neutral,Rather agree,Neutral,Strongly agree,Strongly agree,Rather agree,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Neutral,Neutral,Rather agree,Rather agree,.,< 25,low,user
194,Male,"",71,Deutschland,Sonstiges,Dipl. Ing. (FH) ,Ruhestand,5,5,4,4,Rather disagree,Rather agree,Sometimes,Rather disagree,Rather disagree,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,"","",Einfacher zu stornieren ,Ja,Ja,Nein,Nein,Nein,"",Ja,Nein,N/A,N/A,N/A,N/A,,Einfachere Selektion ,One per day,"",Rather agree,Rather agree,Neutral,Unimportant,Unimportant,Neutral,Neutral,Important,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Neutral,Neutral,Neutral,Rather agree,Neutral,Neutral,Rather agree,Neutral,Neutral,Rather agree,Neutral,Neutral,Rather agree,Neutral,Neutral,Rather agree,Die Wahl muss bei mir liegen ,> 60,high,user
195,Female,"",35,Deutschland,Master,"",Lehrerin ,3,3,2,3,Strongly disagree,Strongly agree,Never,Rather agree,Neutral,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Unterbricht meine Tätigkeit ,Wenn es wirklich wichtig und dringend ist ,Weiß nicht ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather agree,Rather agree,Neutral,Unimportant,Unimportant,Neutral,Important,Important,Important,Very important,Rather agree,Rather agree,Rather agree,Rather agree,,Strongly agree,Neutral,Strongly agree,Rather disagree,Rather agree,Strongly disagree,Strongly agree,Strongly disagree,Rather agree,Rather disagree,Rather agree,Neutral,Neutral,Rather agree,Rather agree,Neutral,Neutral,Weiß nicht ,25 - 60,low,non-user
197,Male,"",54,Deutschland,Lehre / Fachschule,"",Rettungsassistent,5,6,4,4,Rather agree,Neutral,Sometimes,Neutral,Rather disagree,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Überraschend,Wichtige Nachrichten,Einstellungen ändern,Ja,Nein,Nein,Ja,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather disagree,Neutral,Rather disagree,Unimportant,Neutral,Important,Neutral,Neutral,Neutral,Unimportant,Rather disagree,Neutral,Rather disagree,Neutral,,Rather agree,Rather disagree,Rather agree,Rather agree,Rather agree,Rather disagree,Rather disagree,Neutral,Rather disagree,Neutral,Rather disagree,Rather disagree,Neutral,Rather disagree,Neutral,Rather disagree,Rather disagree,Keine,25 - 60,high,user
198,Male,"",67,Deutschland,Lehre / Fachschule,"",rentner,4,4,2,3,Rather agree,Rather disagree,Sometimes,Neutral,Neutral,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,wenn dauernd nur werbung kommt,wenn neue nachrichten eintreffen,weniger werbung schicken,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Depends on the app,ob es wichtig für mich ist,Rather agree,Neutral,Rather disagree,Very unimportant,Very unimportant,Important,Important,Very important,Important,Very important,Neutral,Neutral,Strongly agree,Neutral,,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Rather agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Rather agree,Strongly disagree,Neutral,werbung ausschalten,> 60,middle,non-user
201,Female,"",59,Deutschland,Lehre / Fachschule,"",logistikassistentin,3,3,3,3,Neutral,Neutral,Sometimes,Neutral,Neutral,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,"",Yes,nichts,weiß nicht,nichts,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,keine,25 - 60,low,non-user
202,Female,"",65,Deutschland,Sonstiges,Fachschulabschluss,Rentnerin,3,2,5,5,Strongly disagree,Rather agree,Sometimes,Strongly agree,Strongly agree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Warn-Apps,Yes,Ständige Benachrichtigungen,Wichtige Benachrichtigungen,Nichts,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Depends on the app,Weiß nicht,Rather agree,Strongly agree,Neutral,Neutral,Very unimportant,Neutral,Neutral,Important,Very unimportant,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,keine,> 60,middle,non-user
208,Male,"",42,Deutschland,Abitur / Matura,"",Krankenpfleger ,6,6,6,6,Neutral,Rather agree,Often,Neutral,Neutral,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,"",No,?,?,? ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather agree,Neutral,,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather agree,Rather agree,?,25 - 60,high,non-user
211,Female,"",61,Deutschland,Lehre / Fachschule,"",hausfrau,3,3,4,3,Rather agree,Rather disagree,Sometimes,Rather agree,Neutral,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,"",No,keine,sms,weiss nicht,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Rather agree,Rather agree,Important,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Neutral,,Rather agree,Neutral,Rather agree,Rather agree,Neutral,Neutral,Neutral,Neutral,Rather agree,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,keine,> 60,middle,non-user
218,Other,frau,73,Deutschland,Lehre / Fachschule,"",bin Rentner,3,3,2,3,Rather agree,Rather disagree,Sometimes,Rather agree,Rather agree,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",I wouldn�t know how to do it,politik ,wenn vor einem Unglück gewarnt wird ,"ohne Klingelton ,nur mit einem surren ",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather disagree,Rather disagree,Rather disagree,Neutral,Unimportant,Important,Neutral,Neutral,Neutral,Neutral,Rather agree,Neutral,Rather agree,Neutral,,Rather agree,Neutral,Rather agree,Neutral,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Rather disagree,Neutral,Rather agree,Neutral,Rather agree,Rather agree,Rather disagree,Rather disagree,weiss nicht ,> 60,low,non-user
220,Female,"",67,Deutschland,Master,"",Rentner,3,3,1,3,Rather disagree,Rather agree,Never,Rather disagree,Rather disagree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,keine,I am not aware of the option,alle,keine,sie müßten entfallen,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Depends on the app,gar nicht,Strongly agree,Strongly agree,Rather agree,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,keine,> 60,low,non-user
224,Female,"",31,Deutschland,Master,"",Psychologie ,1,1,2,2,Strongly disagree,Rather agree,Never,Strongly agree,Strongly agree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Keine ,Yes,Ich brauche keine ständigen Erinnerungen ,Gar keine ,Gar nichts. Ich erlaube es nicht ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Strongly agree,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Gar keine,25 - 60,low,non-user
225,Female,"",28,Deutschland,Lehre / Fachschule,"",Altenpflegefachkraft ,3,3,4,4,Strongly agree,Strongly disagree,Always,Strongly agree,Strongly agree,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,"",Yes,Werbung,nachrichten oder online banking ,das man es selber steuern kann,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Neutral,Neutral,Important,Important,Important,Important,Important,Important,Important,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Rather agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rather agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,bleiben keine wünsche offen,25 - 60,middle,non-user
229,Female,"",59,Deutschland,Pflichtschule,"",hausfrau,1,3,1,2,Neutral,Neutral,Sometimes,Strongly agree,Strongly agree,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Rather disagree,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Rather agree,Rather agree,Strongly agree,Strongly agree,,Rather agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Rather agree,weiß nicht,25 - 60,low,non-user
232,Female,"",24,Deutschland,Pflichtschule,"",Model,4,5,3,2,Neutral,Neutral,Sometimes,Rather agree,Rather agree,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,-,-,-,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,keine,< 25,middle,non-user
235,Male,"",43,Deutschland,Bachelor,"",Angestellter,5,5,3,4,Rather disagree,Rather agree,Never,Neutral,Neutral,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,"",I am not aware of the option,werbung,wichtige insformationen,wenger werbung,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather agree,Rather agree,Neutral,Important,Very unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Neutral,Neutral,Rather disagree,Neutral,Neutral,,Neutral,Neutral,Rather disagree,Neutral,Rather disagree,Neutral,Neutral,Rather disagree,Rather disagree,Neutral,Rather disagree,Neutral,Rather disagree,Rather disagree,Rather disagree,Rather disagree,Neutral,keine,25 - 60,high,non-user
238,Male,"",40,Deutschland,Sonstiges,Meister Elektrotechnik ,Soldat,5,5,4,4,Rather agree,Rather disagree,Sometimes,Rather disagree,Neutral,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,"",I wouldn�t know how to do it,Manchmal zu viele,Hinweise und Informationen ,Weniger Nachrichten ,Ja,Ja,Nein,Nein,Nein,"",Ja,Ja,Ja,Nein,Ja,Nein,,"",One per week,"",Rather agree,Neutral,Strongly disagree,Important,Unimportant,Important,Important,Important,Neutral,Important,Strongly agree,Neutral,Rather agree,Strongly agree,,Strongly disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Rather disagree,Neutral,Neutral,Strongly agree,Rather agree,Strongly agree,Rather agree,Rather disagree,Rather agree,Strongly agree,Rather disagree,Rather agree,Keine,25 - 60,high,user
239,Male,"",39,Deutschland,Doktorat,"",wissenschaftlicher Mitarbeiter,5,5,4,4,Strongly agree,Strongly disagree,Always,Strongly agree,Rather agree,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,"",No,wenn es zu viele auf einmal sind,informativer Inhalt,"nicht zu häufig kommen, neuer Inhalt",Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Nein,Nein,Ja,Nein,,"",One per day,"",Rather agree,Strongly agree,Rather disagree,Important,Neutral,Important,Very important,Important,Very important,Very important,Strongly agree,Rather agree,Strongly agree,Strongly agree,,Strongly agree,Rather disagree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,keine,25 - 60,high,user
